Air_Temp,Process_Temp,RPM,Torque,Tool_Wear,Vibration,Pressure,Humidity,Voltage,Current,Production_Count,Maintenance_Days_Ago,Defect,Failure
25.2,42.1,1195,39.1,114,0.35,104.0,39,218.3,7.3,636,87,1,0
22.9,36.0,1718,39.2,210,0.35,101.1,42,219.1,10.5,349,69,0,0
25.9,36.1,1093,49.0,215,0.26,102.2,48,217.3,12.6,984,73,1,1
26.7,42.1,1612,50.1,91,0.32,102.8,56,214.9,9.6,798,24,0,0
27.9,39.7,1422,30.1,172,0.19,100.3,66,218.6,7.4,644,73,0,0
21.8,33.4,1598,51.3,148,0.43,102.0,62,217.1,9.8,420,78,0,0
19.9,39.1,1511,27.5,103,0.44,101.3,38,214.2,12.3,519,19,0,0
25.0,40.8,1672,50.4,160,0.21,98.0,59,209.3,5.7,994,68,0,0
30.4,43.6,1573,26.4,126,0.21,100.8,50,214.9,10.3,360,20,0,0
21.2,37.9,1350,27.0,88,0.19,100.3,34,223.4,8.5,635,37,0,0
23.4,40.3,1499,41.1,75,0.63,100.5,42,216.8,11.6,587,33,0,0
27.7,43.1,1465,53.6,11,0.3,101.6,62,219.6,9.0,334,31,0,0
24.1,42.7,1514,21.1,62,0.4,99.3,36,211.2,11.2,898,39,0,0
18.5,31.2,1489,34.2,145,0.1,101.5,45,227.5,11.1,800,85,0,0
22.6,32.0,1371,48.4,60,0.48,103.1,70,215.6,5.9,316,20,0,0
28.3,37.3,1445,37.7,147,0.18,100.3,43,232.9,7.9,554,16,0,0
22.7,33.9,1344,25.4,55,0.64,101.3,63,215.5,13.0,386,71,1,1
26.3,38.8,1402,27.8,215,0.19,102.6,67,219.6,13.9,447,76,1,0
24.5,35.9,1445,28.9,44,0.41,102.2,53,218.6,13.1,475,3,0,0
25.4,38.8,1291,41.5,114,0.4,103.3,39,220.2,11.1,832,61,0,0
25.8,44.2,1717,40.7,15,0.36,99.8,31,225.0,10.4,774,17,0,0
22.4,31.6,1669,44.2,21,0.51,102.2,64,229.7,10.0,634,10,0,0
25.0,38.5,1652,37.3,17,0.41,101.6,49,215.6,7.3,910,15,0,0
26.8,40.3,1187,45.1,194,0.37,102.5,43,214.8,8.9,714,62,1,0
18.2,38.0,1665,46.5,123,0.25,100.7,44,218.1,5.4,795,14,0,0
26.9,38.9,1703,35.6,84,0.35,102.3,34,224.1,8.9,796,51,0,0
30.4,48.8,1602,38.0,244,0.32,103.2,39,223.1,7.5,483,21,0,0
20.9,30.6,1424,42.2,61,0.36,99.2,47,217.7,8.4,652,69,0,0
21.8,39.1,1496,36.9,0,0.28,101.2,54,221.6,8.4,962,11,1,0
28.5,42.8,1619,39.9,250,0.51,100.2,48,225.6,10.0,623,35,1,0
26.1,36.0,1681,38.7,75,0.23,100.7,52,215.3,11.3,717,88,0,0
21.3,38.3,1206,45.0,30,0.34,102.0,70,221.5,11.2,763,56,0,0
22.4,30.6,1463,41.5,181,0.44,102.4,34,207.0,12.8,839,82,1,1
26.8,44.0,1476,22.5,123,0.5,102.2,59,219.4,9.7,649,56,0,0
21.3,32.5,1654,30.4,116,0.57,102.2,53,221.3,11.7,641,9,0,0
30.5,39.2,1302,42.4,160,0.29,99.6,40,217.3,9.3,869,65,0,0
23.6,36.2,1857,36.5,249,0.44,104.3,70,229.9,8.8,597,61,0,0
26.1,42.0,1753,35.1,68,0.24,99.2,67,217.2,7.1,238,61,0,0
28.7,46.2,1825,41.7,152,0.45,102.4,63,222.9,8.6,556,25,0,0
26.5,38.1,1742,32.9,246,0.33,103.8,44,216.1,8.8,967,34,0,0
25.5,45.2,1034,38.2,39,0.34,101.8,60,217.5,12.7,911,33,1,0
25.6,42.7,1467,43.7,168,0.51,102.1,55,221.1,11.8,614,6,0,0
28.4,41.1,1683,47.5,89,0.25,103.3,40,221.2,6.5,368,89,0,0
31.5,41.3,1712,49.8,72,0.18,103.3,44,222.8,10.6,894,90,0,0
22.2,37.3,1775,36.1,173,0.47,99.7,47,221.8,10.3,586,80,1,1
24.4,36.0,1050,49.8,206,0.41,101.7,38,223.5,8.8,540,4,1,1
23.4,42.9,1380,43.6,22,0.3,101.7,33,219.0,12.1,730,49,0,0
26.1,34.5,1655,51.2,28,0.27,101.3,64,229.3,8.4,950,80,0,0
27.3,42.4,1320,36.1,73,0.35,99.9,41,219.6,8.1,401,71,0,0
26.5,35.8,1397,37.5,213,0.39,99.3,32,218.2,8.2,303,17,0,0
29.4,44.8,1710,43.2,240,0.39,98.4,35,214.0,8.7,761,85,1,1
26.4,41.6,1827,49.3,222,0.16,93.1,50,219.1,11.4,953,39,0,0
23.0,35.9,1780,29.5,106,0.24,100.6,50,221.7,13.4,918,47,0,0
29.3,46.8,1353,34.9,187,0.53,100.0,70,228.4,8.9,880,26,1,1
19.7,28.7,1581,38.8,42,0.45,100.6,53,215.8,13.0,832,90,0,0
25.2,42.7,1539,26.3,70,0.44,103.4,34,220.1,11.9,398,25,0,0
21.5,38.0,1324,26.7,13,0.35,101.4,34,212.5,10.4,316,57,0,0
29.9,44.9,1378,34.7,247,0.39,102.4,36,219.8,12.5,969,30,1,1
20.2,38.9,1710,44.7,201,0.51,104.6,56,216.9,14.1,279,32,1,1
27.1,35.3,1548,39.4,217,0.22,99.2,42,218.1,12.1,885,74,1,1
23.9,38.2,1525,38.0,22,0.33,101.5,46,211.1,11.4,289,61,0,0
26.2,42.5,1840,50.6,53,0.41,100.2,52,219.0,9.5,380,1,0,0
28.7,48.3,1377,39.8,211,0.31,105.3,67,222.4,8.3,967,34,0,0
20.4,38.6,1290,34.4,45,0.6,105.7,61,213.8,11.1,235,5,0,0
31.4,48.6,1188,40.7,211,0.27,101.5,31,222.3,5.7,916,32,1,0
29.4,38.0,1597,39.4,122,0.45,102.9,57,220.7,10.6,846,47,1,1
22.9,36.3,1585,39.8,101,0.36,101.1,56,218.8,9.7,720,69,0,0
23.4,39.0,1524,31.2,222,0.31,104.6,66,225.5,8.4,871,45,0,0
29.3,47.3,1373,49.0,153,0.41,100.8,53,210.9,8.8,730,43,0,0
25.5,43.2,1501,53.1,168,0.43,103.3,39,223.9,11.6,264,81,1,0
24.1,37.4,1228,26.6,104,0.2,100.2,56,216.9,9.2,719,59,0,0
27.0,41.5,1525,43.9,117,0.42,99.5,41,221.7,10.2,683,16,0,0
22.2,37.0,1349,38.4,98,0.22,102.3,61,213.9,9.8,265,40,0,0
25.4,37.0,1218,42.4,143,0.48,100.0,30,211.7,10.7,609,35,0,0
23.3,36.5,1236,34.4,13,0.28,103.4,50,215.5,12.1,358,48,0,0
20.5,32.9,1293,45.3,169,0.37,102.7,38,224.6,11.0,517,1,0,0
21.7,38.4,1400,36.4,38,0.36,105.6,53,218.5,10.8,785,37,0,0
24.0,39.5,1293,39.7,172,0.4,98.9,35,224.2,11.3,1000,68,0,0
26.1,44.9,1689,34.2,211,0.71,100.1,54,219.5,10.9,785,55,1,0
22.7,33.7,1271,47.0,228,0.27,100.3,59,215.4,10.2,215,67,0,0
23.9,35.8,1714,55.2,17,0.35,100.7,32,223.5,10.1,805,18,0,0
25.9,35.1,1525,21.9,237,0.35,101.0,64,213.2,11.3,409,28,0,0
18.7,38.7,1418,32.4,87,0.21,101.2,60,227.2,13.9,475,56,0,0
29.0,45.0,1347,32.4,12,0.18,100.0,45,218.1,9.1,621,81,0,0
20.8,34.4,1641,52.4,77,0.39,103.7,57,214.4,10.9,876,13,0,0
25.1,40.7,1646,54.5,101,0.3,99.3,35,218.0,10.7,869,74,0,0
27.5,45.8,1936,31.1,245,0.13,98.1,58,216.7,10.3,626,61,1,0
23.5,41.7,1648,36.0,108,0.3,99.8,47,218.3,9.5,619,20,0,0
22.4,37.2,1681,45.0,62,0.49,103.5,34,220.8,9.4,761,53,0,0
30.9,39.4,1438,34.7,76,0.45,102.3,36,215.6,11.6,229,36,0,0
22.1,31.6,1307,41.4,107,0.32,100.0,34,221.4,5.7,948,76,0,0
30.7,43.9,1626,45.2,233,0.45,99.6,41,224.0,11.1,733,8,0,0
23.4,37.5,1338,42.7,241,0.22,103.4,57,216.1,10.8,376,21,0,0
25.1,41.0,1515,47.4,21,0.35,100.8,43,222.4,10.8,426,52,0,0
24.9,40.4,1267,39.8,131,0.41,102.4,43,225.4,11.2,280,21,0,0
24.5,33.9,1487,42.3,163,0.34,99.1,57,224.5,11.6,968,30,0,0
21.4,33.2,1449,38.4,115,0.48,100.8,40,220.8,8.6,449,63,0,0
23.4,35.3,1574,27.9,193,0.28,100.8,38,224.3,8.3,230,13,0,0
28.6,45.7,1328,40.1,87,0.15,99.2,50,214.6,11.5,549,60,0,0
21.9,39.9,1582,55.7,36,0.3,105.0,66,219.4,10.6,209,65,0,0
24.3,36.5,1445,40.5,86,0.21,100.7,42,217.2,8.7,656,54,0,0
30.4,43.2,1737,41.1,198,0.37,99.5,70,218.7,10.3,580,29,0,0
28.0,37.4,1671,34.2,239,0.15,103.7,42,216.3,9.2,987,78,0,0
24.6,42.0,1650,46.6,196,0.22,104.0,37,224.8,9.9,646,45,0,0
31.0,46.3,1457,32.6,170,0.25,98.9,50,221.1,9.0,415,22,0,0
23.6,37.5,1208,28.7,220,0.16,103.6,50,223.9,7.5,565,12,0,0
28.5,41.3,1242,22.7,173,0.39,103.0,41,212.4,9.9,290,75,0,0
28.8,41.8,1774,43.3,166,0.55,101.3,43,224.1,13.7,685,88,1,1
26.7,43.5,1393,23.7,47,0.12,102.7,46,219.5,11.5,327,62,0,0
24.6,36.6,1480,32.7,96,0.26,101.1,54,207.8,8.4,418,39,0,0
22.5,40.1,1352,27.8,109,0.52,98.8,42,215.1,10.9,490,76,0,0
29.4,44.8,1676,37.0,27,0.31,102.3,45,219.2,9.8,434,35,0,0
26.1,37.7,1527,45.1,170,0.4,98.6,36,222.0,11.8,616,35,0,0
24.0,35.7,1434,52.8,144,0.57,99.9,51,222.9,7.4,277,3,0,0
25.5,37.3,1401,39.4,106,0.4,101.0,46,218.2,9.0,825,22,0,0
22.6,39.6,1371,42.7,81,0.52,101.8,53,218.1,10.1,224,53,0,0
27.1,46.1,1536,41.7,50,0.59,100.4,56,217.6,8.8,464,74,1,1
19.7,34.4,1463,41.9,219,0.52,102.0,45,218.1,11.0,926,37,0,0
25.8,38.2,1696,36.6,192,0.4,102.3,56,203.1,9.2,831,69,0,0
24.3,34.8,1366,52.6,224,0.28,102.6,31,222.0,11.3,771,34,0,0
27.8,36.1,1637,32.4,206,0.25,101.6,68,207.2,9.9,603,90,0,0
29.8,46.5,1677,36.2,170,0.26,103.2,65,219.0,10.1,693,29,0,0
22.7,35.1,1718,34.2,230,0.56,102.2,54,216.6,8.5,209,24,0,0
20.6,34.6,1365,40.2,107,0.22,101.6,60,222.6,9.6,539,33,0,0
24.6,35.6,1847,34.4,133,0.07,102.1,63,216.3,10.4,358,10,0,0
18.7,27.5,1365,51.3,240,0.45,105.3,58,214.5,8.3,237,78,1,0
28.5,40.6,1373,37.1,218,0.31,102.1,53,213.7,6.0,832,28,0,0
24.2,36.8,1624,28.3,117,0.31,98.3,66,225.9,13.1,676,57,0,0
25.1,36.6,1498,26.7,169,0.29,97.6,59,219.3,12.4,359,70,0,0
25.3,37.0,1411,53.9,153,0.47,101.0,50,217.2,14.5,472,31,1,1
15.3,31.7,1511,34.5,215,0.34,100.9,41,215.5,15.3,773,34,0,0
27.2,45.0,1291,40.8,247,0.43,102.6,70,217.4,9.5,862,74,1,0
25.9,45.0,1544,43.2,227,0.24,101.3,64,214.7,10.4,230,31,1,0
24.3,41.1,1608,39.0,14,0.47,100.4,32,225.7,10.1,536,2,0,0
23.1,32.6,1301,40.5,221,0.36,103.5,67,221.1,9.3,958,61,0,0
24.9,36.4,1483,50.9,153,0.6,102.2,45,221.5,11.7,589,31,0,0
25.3,39.5,1190,33.1,27,0.41,101.5,48,212.8,10.0,308,18,0,0
22.6,33.9,1419,36.5,156,0.24,100.4,68,215.7,10.5,633,22,0,0
25.2,43.2,1719,49.7,230,0.49,102.3,63,216.2,11.0,238,19,1,1
17.8,27.3,1256,23.2,86,0.12,99.3,38,211.8,8.5,754,57,0,0
25.2,37.5,1162,40.7,28,0.47,103.1,35,221.2,12.1,939,83,1,1
23.8,43.2,1828,32.3,39,0.3,99.0,38,217.9,8.5,804,10,0,0
30.6,38.7,1797,37.8,46,0.45,99.2,52,211.9,10.6,980,81,0,0
30.3,43.1,1404,45.7,96,0.28,101.1,61,213.8,10.1,521,47,0,0
25.2,34.4,1815,49.7,195,0.39,102.1,66,221.2,9.7,955,83,1,1
27.0,37.0,1433,20.7,213,0.23,100.5,54,217.1,8.1,669,3,0,0
30.5,48.4,1605,32.6,186,0.34,101.4,68,215.4,11.3,236,18,0,0
24.2,40.0,1841,34.9,149,0.38,103.3,43,219.5,11.9,833,38,0,0
22.9,39.4,1560,53.6,249,0.21,99.9,57,222.6,11.9,217,32,0,0
25.8,42.6,1709,26.9,185,0.4,98.8,41,214.0,11.1,542,80,1,0
27.5,41.9,1397,37.4,180,0.41,103.7,34,222.0,11.5,253,48,0,0
26.6,37.9,1567,36.5,87,0.37,102.0,54,226.3,11.0,709,72,0,0
20.9,36.1,1715,52.6,160,0.4,104.0,58,226.1,8.7,858,20,0,0
23.3,39.1,1838,40.8,109,0.36,100.7,41,219.6,12.9,410,55,0,0
22.5,40.8,1283,37.1,144,0.32,103.7,34,217.7,11.6,543,41,0,0
25.3,42.0,1405,52.2,42,0.25,102.5,61,219.2,6.3,900,26,0,0
18.0,27.0,1701,40.5,205,0.49,104.5,44,213.4,8.0,950,50,0,0
24.5,38.9,1609,29.6,224,0.23,102.5,32,225.6,6.9,440,45,0,0
22.3,34.2,1750,30.7,124,0.38,101.7,30,227.3,12.1,760,77,0,0
23.8,35.2,1292,55.7,55,0.29,105.0,46,212.4,9.5,725,20,0,0
28.4,40.8,1427,28.7,149,0.57,98.4,57,218.3,12.3,268,75,1,0
22.2,40.8,1554,38.7,191,0.53,104.1,47,224.0,9.2,281,28,0,0
31.1,48.7,1578,34.4,187,0.25,101.6,66,216.7,5.0,543,74,1,0
22.9,34.1,1321,37.9,116,0.51,98.1,61,210.9,9.3,603,34,0,0
24.1,41.7,1709,32.8,55,0.19,100.3,39,221.6,8.2,945,73,0,0
22.1,37.9,1312,39.2,5,0.34,100.2,68,212.7,10.8,476,69,0,0
29.2,41.3,1613,43.4,182,0.4,100.6,62,222.9,9.7,978,46,0,0
21.0,38.0,1243,48.0,242,0.44,103.2,68,221.0,9.9,382,66,0,0
22.0,35.8,1536,43.0,78,0.46,102.2,61,225.6,13.2,290,20,0,0
24.1,35.7,1324,29.9,97,0.28,100.9,60,227.1,9.5,245,63,0,0
22.8,42.3,1587,42.7,181,0.42,98.3,68,223.0,13.0,735,29,1,0
22.6,40.1,1578,36.2,21,0.47,102.4,63,218.8,10.2,399,55,0,0
24.5,35.9,1785,45.1,97,0.41,102.2,46,222.7,7.7,270,18,0,0
20.8,30.6,1469,21.3,3,0.6,100.7,32,229.5,11.9,858,43,0,0
22.5,34.3,1547,37.5,117,0.39,96.6,47,209.7,7.8,586,83,0,0
24.7,41.6,1479,42.2,77,0.43,99.1,61,222.2,9.7,640,36,0,0
24.7,41.2,1326,36.5,151,0.38,97.8,51,211.6,7.6,581,57,0,0
26.8,42.8,1174,27.9,106,0.43,100.2,65,222.1,5.9,765,47,0,0
23.2,42.3,1332,53.8,48,0.36,98.3,37,227.0,11.6,721,13,0,0
29.9,48.1,1645,44.3,34,0.17,101.0,60,216.1,8.0,831,88,0,0
25.0,33.7,1478,49.1,181,0.27,103.3,60,224.8,8.6,622,78,1,0
25.8,36.3,1532,42.8,121,0.38,98.5,61,219.1,12.2,515,16,0,0
27.7,36.7,1290,31.9,103,0.45,97.4,67,215.8,10.8,418,39,0,0
26.0,36.5,1497,45.2,30,0.43,101.8,40,220.5,14.1,444,47,0,0
16.0,34.8,1557,46.1,1,0.23,101.9,30,221.4,11.9,902,5,0,0
22.8,42.0,1564,40.4,80,0.45,101.3,56,218.7,9.7,990,74,0,0
26.3,35.1,1428,38.7,183,0.54,102.3,46,217.4,11.0,746,64,1,0
24.1,35.4,1528,57.2,63,0.39,102.2,40,219.4,7.5,665,2,0,0
23.1,42.5,1354,52.9,148,0.54,101.1,42,215.2,9.2,854,43,1,1
26.5,36.9,1456,45.5,0,0.35,100.4,54,225.3,9.3,363,57,0,0
27.7,39.6,1715,35.6,17,0.42,102.2,51,228.3,7.2,798,1,0,0
25.8,36.4,1445,24.2,80,0.56,101.9,64,217.0,6.2,873,81,0,0
25.5,34.6,1543,38.2,72,0.36,100.2,42,228.3,12.5,974,61,0,0
24.3,36.5,1574,42.5,160,0.37,105.8,69,225.3,8.3,537,10,0,0
25.8,43.6,1605,45.7,21,0.15,98.5,66,215.2,12.4,887,56,0,0
32.4,44.4,1704,26.9,49,0.42,103.9,53,214.6,8.4,545,29,0,0
26.6,45.6,1295,25.6,194,0.24,97.5,46,219.5,8.5,503,12,0,0
28.4,47.4,1591,35.5,216,0.42,98.7,66,226.5,7.6,202,76,1,1
26.9,46.0,1590,60.4,212,0.37,100.8,70,219.0,9.4,909,89,1,1
23.9,36.1,1475,43.4,190,0.36,101.4,40,214.0,10.8,433,59,0,0
19.4,32.3,1447,45.2,222,0.3,97.3,43,213.5,8.5,304,19,0,0
28.9,43.0,1636,39.4,227,0.4,103.9,59,230.5,7.7,686,46,0,0
29.2,45.3,1629,44.5,188,0.17,101.5,30,213.9,10.4,479,19,0,0
26.5,45.1,1565,35.5,203,0.28,99.5,38,222.4,8.4,318,18,0,0
22.7,39.4,1682,46.1,115,0.56,101.1,57,231.9,8.5,553,58,0,0
23.9,37.3,1478,51.2,135,0.49,99.5,63,226.7,9.6,512,36,0,0
28.7,37.0,1544,39.6,121,0.05,102.1,33,228.8,8.5,761,34,0,0
19.7,29.7,1725,39.1,13,0.23,100.0,69,217.1,8.8,508,60,0,0
21.6,31.9,1419,51.0,19,0.14,99.5,50,215.4,11.1,201,28,0,0
16.1,24.8,1457,40.0,16,0.43,100.2,69,217.5,7.1,866,45,0,0
24.1,41.9,1752,40.2,172,0.35,101.7,33,233.7,10.9,394,56,1,1
22.0,36.4,1478,32.7,117,0.26,102.7,58,221.1,11.0,458,36,0,0
33.0,50.5,1409,43.7,229,0.68,99.5,41,213.2,12.8,309,24,1,1
26.6,38.1,900,41.3,213,0.34,100.1,44,222.6,8.5,538,53,0,0
30.2,48.1,1789,38.4,118,0.44,99.7,45,222.2,8.3,427,80,0,0
22.7,41.9,1470,30.1,221,0.54,101.7,42,218.6,9.1,763,66,1,1
22.7,32.3,1244,40.6,154,0.33,105.7,31,222.4,9.7,287,50,0,0
27.6,41.4,1166,34.8,211,0.33,101.2,62,216.1,12.2,792,74,1,1
20.6,29.3,1487,35.0,83,0.16,98.9,36,226.0,6.5,822,60,0,0
26.8,37.1,1499,43.0,32,0.47,104.2,57,221.6,11.1,776,52,0,0
21.6,37.8,1464,47.0,196,0.44,99.1,30,220.5,8.9,597,14,0,0
24.1,43.5,1332,47.7,189,0.44,97.4,38,220.3,12.7,380,62,1,1
26.2,39.5,1431,40.6,207,0.47,98.7,69,218.2,5.6,324,9,0,0
25.0,39.0,1198,38.2,81,0.32,100.4,53,223.6,9.3,278,51,0,0
28.0,40.0,1605,30.1,9,0.4,101.3,60,220.9,9.0,501,67,0,0
29.3,39.5,1509,53.7,83,0.46,102.3,67,225.4,7.6,708,68,1,1
26.7,37.8,1356,42.8,188,0.16,98.5,32,219.6,10.5,585,84,1,1
22.9,37.5,1299,40.4,2,0.41,103.3,45,225.8,11.5,607,36,0,0
23.8,35.0,1765,42.0,243,0.42,99.2,36,206.3,11.1,322,59,0,0
23.8,40.9,1546,39.1,151,0.43,101.0,70,221.8,11.4,681,3,0,0
26.7,36.1,1526,24.2,45,0.48,100.5,46,219.0,11.0,251,68,0,0
25.7,41.3,1728,26.3,52,0.41,100.0,67,225.6,10.7,964,66,0,0
28.6,38.4,1618,34.6,238,0.19,101.9,59,225.5,11.0,900,80,0,0
28.1,47.2,1226,36.5,173,0.2,100.8,43,222.3,11.3,654,63,0,0
20.7,29.3,1317,46.5,225,0.35,99.2,33,217.0,10.2,515,80,0,0
22.9,40.7,1675,41.5,125,0.58,102.7,36,226.6,10.0,221,23,0,0
26.0,39.7,1489,36.6,102,0.39,101.9,57,216.5,12.0,752,88,0,0
17.3,27.3,1324,23.8,250,0.29,104.2,44,219.0,10.3,575,26,0,0
22.7,37.9,1493,35.1,37,0.3,101.7,32,218.9,8.7,955,42,0,0
25.3,33.9,1256,29.0,218,0.37,101.5,45,218.4,10.1,422,35,0,0
18.1,35.4,1761,38.7,77,0.22,103.0,54,216.0,10.0,910,28,0,0
28.2,47.6,1568,40.3,55,0.2,102.9,32,219.6,10.8,470,61,0,0
26.5,36.8,1696,37.3,31,0.45,102.0,35,218.1,11.8,351,47,0,0
23.1,42.3,1412,20.2,119,0.37,100.0,61,219.3,11.8,985,9,0,0
19.6,38.4,1714,49.7,110,0.25,105.2,59,224.1,7.2,432,24,0,0
27.3,41.7,1427,49.2,75,0.34,102.9,41,228.1,10.2,954,74,0,0
23.5,42.1,1557,47.7,200,0.28,102.0,43,234.0,13.1,434,20,1,1
23.3,32.5,1318,39.4,167,0.48,103.2,66,222.8,11.0,324,12,0,0
22.7,38.3,1434,48.2,90,0.48,101.6,65,212.0,13.4,898,82,1,1
26.2,42.0,1227,47.5,86,0.67,100.2,35,226.6,10.0,412,15,0,0
28.7,39.3,1291,45.4,112,0.39,101.4,49,212.2,5.9,286,74,0,0
19.7,39.4,1113,32.0,110,0.33,99.2,57,218.4,10.4,720,51,0,0
29.7,45.7,1530,42.2,88,0.25,101.6,56,216.8,10.4,307,71,0,0
25.1,36.4,1372,53.2,194,0.29,103.6,55,222.7,7.5,272,31,0,0
25.9,43.0,1419,58.5,53,0.39,99.7,30,217.2,11.6,471,76,1,0
28.7,45.7,1435,49.9,87,0.38,101.0,57,225.6,5.8,872,14,0,0
23.1,34.2,1453,37.7,46,0.35,102.8,44,226.5,13.1,564,69,0,0
28.1,37.7,1674,48.1,23,0.31,102.1,46,220.7,12.6,748,89,1,0
23.0,42.5,1437,50.8,42,0.42,101.3,37,223.5,10.2,867,0,0,0
24.5,44.1,1758,38.1,20,0.34,101.5,49,223.6,10.7,999,43,0,0
30.4,39.8,1595,34.3,104,0.33,99.7,31,223.3,9.3,901,24,0,0
25.2,44.1,1655,43.6,94,0.53,102.9,41,210.5,9.0,315,14,0,0
21.6,40.8,1447,42.7,43,0.35,101.5,33,211.8,8.1,489,73,0,0
27.4,37.2,1488,45.9,115,0.27,102.1,47,215.2,10.4,806,39,0,0
27.5,45.7,1482,11.3,17,0.36,99.4,63,218.1,11.2,453,38,0,0
21.5,35.6,1325,31.5,228,0.2,105.0,42,227.5,11.6,732,80,0,0
22.3,39.2,1589,37.1,42,0.24,95.2,57,215.0,8.9,883,45,0,0
28.0,46.7,1993,40.3,154,0.39,101.1,48,221.2,7.0,553,56,0,0
25.6,41.1,1127,37.2,89,0.29,100.7,34,219.2,10.5,941,2,0,0
27.3,46.0,1554,47.0,62,0.31,99.4,65,218.5,8.7,824,49,0,0
27.8,46.7,1530,30.1,138,0.23,98.2,42,221.4,11.9,210,3,0,0
23.0,40.3,1404,24.6,131,0.24,100.5,45,214.7,13.4,442,85,0,0
25.2,37.1,1392,48.0,179,0.38,101.0,69,217.4,14.3,581,24,0,0
20.3,31.8,1367,36.3,247,0.39,102.5,43,223.8,11.8,740,32,0,0
25.3,34.4,1645,51.4,149,0.29,101.1,68,227.2,7.9,928,58,0,0
25.5,38.5,1758,50.9,93,0.25,98.8,42,221.4,11.0,839,78,0,0
21.9,31.4,1669,43.2,95,0.29,102.0,60,221.7,12.4,926,64,0,0
20.4,33.6,1338,40.0,223,0.26,104.1,30,226.9,9.9,724,84,0,0
22.7,33.7,1317,43.3,140,0.24,102.1,70,218.7,10.0,519,63,1,0
23.1,32.4,1461,46.8,193,0.27,99.9,53,230.4,9.5,754,2,0,0
20.7,37.5,1653,42.8,114,0.41,102.6,49,223.2,11.4,995,29,0,0
26.2,36.3,1422,32.1,208,0.44,102.4,65,214.1,14.6,241,16,0,0
17.1,33.8,1211,31.5,136,0.37,102.7,61,218.4,8.5,635,50,0,0
22.3,33.6,1351,43.3,215,0.17,97.8,30,219.3,8.0,701,74,0,0
25.0,43.0,1589,33.0,2,0.18,101.4,30,216.4,10.4,526,76,0,0
28.1,44.5,1298,42.9,186,0.31,99.9,57,222.9,14.2,790,48,1,1
27.9,42.6,1780,32.7,17,0.45,100.6,56,212.5,6.3,952,36,0,0
21.9,40.3,1752,41.2,202,0.3,99.1,61,212.2,12.2,772,68,1,1
25.4,34.9,1758,40.1,76,0.37,101.2,60,225.3,10.7,565,62,0,0
21.2,34.4,1452,57.2,156,0.53,103.7,65,218.5,10.6,661,81,1,1
25.9,45.3,1206,37.3,37,0.32,103.3,62,225.2,10.1,738,21,0,0
23.7,34.6,1502,45.5,223,0.29,103.6,41,224.1,6.6,533,48,0,0
27.1,37.9,1441,36.4,152,0.34,102.7,43,214.3,9.5,843,16,0,0
27.3,38.6,1394,45.0,232,0.43,99.0,61,214.5,10.7,220,77,0,0
31.4,44.0,1515,52.3,241,0.34,98.7,57,221.7,8.3,705,69,1,1
28.0,45.7,1553,42.0,79,0.3,103.1,38,227.8,11.7,780,90,0,0
20.8,39.9,1298,39.5,66,0.42,102.4,52,219.3,11.5,257,40,0,0
28.5,44.1,1644,43.7,242,0.33,99.9,50,214.7,7.5,807,34,0,0
21.5,37.5,1720,34.7,245,0.35,99.5,59,219.1,11.5,773,43,0,0
27.7,44.7,1073,37.2,83,0.46,100.2,32,227.9,13.4,899,20,1,1
25.5,33.8,1439,42.5,102,0.24,102.7,52,224.2,11.2,862,44,0,0
25.3,42.8,1630,43.7,114,0.49,102.7,39,210.3,7.9,740,20,0,0
24.3,43.2,1358,35.8,15,0.62,99.9,52,218.6,12.1,707,20,1,1
24.5,40.1,1714,30.8,202,0.22,101.3,31,218.7,9.0,921,6,0,0
25.6,34.2,1334,38.9,164,0.5,104.7,40,226.3,10.1,241,77,0,0
26.9,40.8,1591,43.3,81,0.26,102.8,57,214.6,11.6,883,47,0,0
29.4,44.6,1390,44.5,247,0.46,100.0,51,216.3,9.5,863,41,1,0
27.2,39.9,1451,34.3,35,0.51,98.5,31,220.1,11.1,212,1,0,0
24.1,38.8,1773,34.0,195,0.2,99.3,66,220.2,10.3,804,62,0,0
24.0,41.8,1473,44.4,196,0.18,100.3,30,230.3,12.7,784,86,1,0
19.7,33.7,1179,48.3,87,0.33,100.4,34,219.2,9.2,942,19,0,0
25.3,38.7,1558,34.6,244,0.32,105.2,45,213.8,11.7,693,55,0,0
22.0,34.8,1188,44.9,195,0.4,102.5,62,212.2,8.9,513,80,1,0
25.6,33.8,1590,50.6,241,0.41,98.9,49,228.8,10.3,443,77,1,0
19.4,36.7,1684,35.0,203,0.2,99.2,48,227.7,5.8,619,54,0,0
25.2,41.2,1545,38.8,222,0.7,102.8,55,223.2,8.9,913,86,1,0
31.5,45.9,1384,45.7,194,0.35,101.1,42,217.9,11.0,645,62,1,0
21.9,37.1,1323,33.2,208,0.39,104.5,69,217.2,12.7,899,51,0,0
25.1,35.6,1646,34.3,202,0.53,103.4,39,219.9,10.1,985,2,0,0
25.4,34.3,1455,44.4,14,0.48,102.4,53,220.5,7.5,642,53,0,0
24.4,43.4,1647,38.5,9,0.23,101.5,67,222.4,10.9,900,40,0,0
27.3,46.8,1545,52.0,190,0.4,104.4,50,221.8,10.5,468,22,1,0
23.6,39.6,1329,46.0,97,0.33,103.4,52,220.1,12.1,859,62,0,0
